CID,CHEMBL2363273,CHEMBL3888267,CHEMBL3706312,CHEMBL830838,count_Zscore>3.0,min_Zscore,mean_Zscore,max_Zscore
CHEMBL266655,3.843,1.355,-0.421,-1.914,1.0,-1.91,0.72,3.84
CHEMBL266837,3.279,0.319,-0.171,-0.562,1.0,-0.56,0.72,3.28
CHEMBL3116394,3.088,0.186,0.069,-0.479,1.0,-0.48,0.72,3.09
CHEMBL3335182,3.905,1.564,-2.274,-0.329,1.0,-2.27,0.72,3.9
CHEMBL3360766,3.018,1.963,0.229,-2.344,1.0,-2.34,0.72,3.02
CHEMBL3596213,3.368,0.297,0.233,-1.033,1.0,-1.03,0.72,3.37
CHEMBL3597742,3.368,0.297,0.233,-1.033,1.0,-1.03,0.72,3.37
CHEMBL3597743,3.368,0.297,0.233,-1.033,1.0,-1.03,0.72,3.37
CHEMBL3622077,-0.422,3.111,1.211,-1.036,1.0,-1.04,0.72,3.11
CHEMBL3890504,-0.64,5.562,-0.506,-1.551,1.0,-1.55,0.72,5.56
CHEMBL4127517,-0.914,0.117,3.432,0.228,1.0,-0.91,0.72,3.43
CHEMBL4159952,0.056,3.46,0.634,-1.286,1.0,-1.29,0.72,3.46
CHEMBL4205555,1.033,-1.231,3.116,-0.056,1.0,-1.23,0.72,3.12
CHEMBL4210850,1.424,3.078,-2.245,0.608,1.0,-2.24,0.72,3.08
CHEMBL4242955,3.493,1.967,0.697,-3.291,1.0,-3.29,0.72,3.49
CHEMBL436765,5.786,0.462,-0.267,-3.118,1.0,-3.12,0.72,5.79
CHEMBL509827,7.302,-0.675,-0.852,-2.911,1.0,-2.91,0.72,7.3
CHEMBL514325,-0.929,3.221,1.454,-0.883,1.0,-0.93,0.72,3.22
CHEMBL565894,0.918,-0.122,-1.374,3.443,1.0,-1.37,0.72,3.44
CHEMBL584166,2.265,3.144,-1.472,-1.075,1.0,-1.47,0.72,3.14
CHEMBL1923364,3.063,1.07,1.456,-2.731,1.0,-2.73,0.72,3.06
CHEMBL202775,0.734,3.478,0.853,-2.206,1.0,-2.21,0.72,3.48
CHEMBL219066,3.564,0.492,1.104,-2.3,1.0,-2.3,0.72,3.56
CHEMBL2414316,-0.058,3.187,0.801,-1.069,1.0,-1.07,0.72,3.19
CHEMBL2420273,3.222,-0.204,-0.799,0.64,1.0,-0.8,0.72,3.22
CHEMBL2436726,-1.055,3.275,0.965,-0.326,1.0,-1.06,0.72,3.28
CHEMBL260783,0.674,3.134,-0.374,-0.573,1.0,-0.57,0.72,3.13
CHEMBL3037804,3.526,1.585,1.101,-3.352,1.0,-3.35,0.72,3.53
CHEMBL3215383,4.524,-0.21,-0.953,-0.501,1.0,-0.95,0.72,4.52
CHEMBL376180,4.575,-0.211,-3.078,1.573,1.0,-3.08,0.72,4.58
CHEMBL3799514,0.973,-0.141,-1.397,3.425,1.0,-1.4,0.72,3.42
CHEMBL3946828,0.22,3.187,0.204,-0.751,1.0,-0.75,0.72,3.19
CHEMBL402860,4.416,2.273,-1.305,-2.526,1.0,-2.53,0.72,4.42
CHEMBL409389,4.416,2.273,-1.305,-2.526,1.0,-2.53,0.72,4.42
CHEMBL4095083,4.143,-2.896,1.465,0.148,1.0,-2.9,0.72,4.14
CHEMBL4204280,0.705,3.164,-0.303,-0.706,1.0,-0.71,0.72,3.16
CHEMBL425293,-0.541,3.079,1.029,-0.707,1.0,-0.71,0.72,3.08
CHEMBL4278370,-0.084,3.373,-0.862,0.434,1.0,-0.86,0.72,3.37
CHEMBL428807,3.222,0.076,-0.394,-0.043,1.0,-0.39,0.72,3.22
CHEMBL438224,3.43,0.125,-0.519,-0.177,1.0,-0.52,0.72,3.43
CHEMBL441418,3.761,-0.509,-2.037,1.646,1.0,-2.04,0.72,3.76
CHEMBL441580,3.762,1.515,1.068,-3.486,1.0,-3.49,0.72,3.76
CHEMBL4548141,3.698,1.778,0.581,-3.196,1.0,-3.2,0.72,3.7
CHEMBL4593581,3.682,0.157,-0.263,-0.715,1.0,-0.72,0.72,3.68
CHEMBL501954,3.861,1.487,-1.542,-0.945,1.0,-1.54,0.72,3.86
CHEMBL1795420,0.093,3.078,0.405,-0.721,1.0,-0.72,0.71,3.08
CHEMBL2048777,-0.236,1.768,-1.712,3.038,1.0,-1.71,0.71,3.04
CHEMBL216533,3.525,-0.172,0.708,-1.203,1.0,-1.2,0.71,3.52
CHEMBL2238156,0.044,-0.532,3.492,-0.15,1.0,-0.53,0.71,3.49
CHEMBL2325628,-0.548,3.202,0.024,0.177,1.0,-0.55,0.71,3.2
CHEMBL2369684,3.605,-0.165,-0.07,-0.515,1.0,-0.52,0.71,3.6
CHEMBL2369722,3.109,0.44,0.639,-1.33,1.0,-1.33,0.71,3.11
CHEMBL2374231,3.373,0.169,-0.462,-0.223,1.0,-0.46,0.71,3.37
CHEMBL2374232,3.373,0.169,-0.462,-0.223,1.0,-0.46,0.71,3.37
CHEMBL2430370,-0.705,3.403,-0.005,0.162,1.0,-0.7,0.71,3.4
CHEMBL2442095,-0.66,1.002,3.053,-0.537,1.0,-0.66,0.71,3.05
CHEMBL269143,3.285,0.653,0.383,-1.466,1.0,-1.47,0.71,3.28
CHEMBL358369,4.307,0.573,-0.104,-1.92,1.0,-1.92,0.71,4.31
CHEMBL3774485,4.857,1.1,0.064,-3.167,1.0,-3.17,0.71,4.86
CHEMBL3787478,3.047,-1.494,-0.236,1.537,1.0,-1.49,0.71,3.05
CHEMBL3817924,3.346,-0.436,-0.222,0.17,1.0,-0.44,0.71,3.35
CHEMBL3910670,0.807,3.04,-0.067,-0.925,1.0,-0.92,0.71,3.04
CHEMBL3955367,-0.726,5.028,-1.593,0.146,1.0,-1.59,0.71,5.03
CHEMBL427768,3.762,1.712,0.878,-3.498,1.0,-3.5,0.71,3.76
CHEMBL427943,3.762,1.712,0.878,-3.498,1.0,-3.5,0.71,3.76
CHEMBL428152,3.762,1.712,0.878,-3.498,1.0,-3.5,0.71,3.76
CHEMBL430734,3.06,0.311,0.932,-1.449,1.0,-1.45,0.71,3.06
CHEMBL439091,3.762,1.712,0.878,-3.498,1.0,-3.5,0.71,3.76
CHEMBL439099,3.762,1.712,0.878,-3.498,1.0,-3.5,0.71,3.76
CHEMBL440075,3.762,1.712,0.878,-3.498,1.0,-3.5,0.71,3.76
CHEMBL440082,3.647,0.383,0.203,-1.378,1.0,-1.38,0.71,3.65
CHEMBL4450181,-0.327,1.062,3.509,-1.389,1.0,-1.39,0.71,3.51
CHEMBL4564420,3.217,0.053,0.097,-0.512,1.0,-0.51,0.71,3.22
CHEMBL503845,5.878,0.387,-0.223,-3.184,1.0,-3.18,0.71,5.88
CHEMBL576768,0.825,3.041,0.089,-1.1,1.0,-1.1,0.71,3.04
CHEMBL70012,3.632,0.606,-1.129,-0.253,1.0,-1.13,0.71,3.63
CHEMBL85942,-1.288,0.096,3.085,0.965,1.0,-1.29,0.71,3.08
CHEMBL1222093,3.513,1.504,0.992,-3.156,1.0,-3.16,0.71,3.51
CHEMBL1240779,3.993,2.642,-1.03,-2.752,1.0,-2.75,0.71,3.99
CHEMBL130899,-0.361,3.059,0.536,-0.382,1.0,-0.38,0.71,3.06
CHEMBL1578588,-1.985,0.675,3.152,1.009,1.0,-1.98,0.71,3.15
CHEMBL162562,-1.266,0.973,3.058,0.088,1.0,-1.27,0.71,3.06
CHEMBL1784539,3.336,-0.423,0.067,-0.129,1.0,-0.42,0.71,3.34
CHEMBL1830314,3.24,0.093,0.584,-1.065,1.0,-1.06,0.71,3.24
CHEMBL1830318,3.24,0.093,0.584,-1.065,1.0,-1.06,0.71,3.24
CHEMBL2163472,3.675,0.126,1.232,-2.18,1.0,-2.18,0.71,3.68
CHEMBL2282436,-0.164,3.091,-0.162,0.086,1.0,-0.16,0.71,3.09
CHEMBL2403518,3.376,-0.04,-0.156,-0.327,1.0,-0.33,0.71,3.38
CHEMBL257921,3.187,-1.001,0.912,-0.245,1.0,-1.0,0.71,3.19
CHEMBL269320,4.804,0.024,0.008,-1.984,1.0,-1.98,0.71,4.8
CHEMBL290393,6.062,0.098,-0.418,-2.889,1.0,-2.89,0.71,6.06
CHEMBL307088,7.007,-0.686,-0.738,-2.732,1.0,-2.73,0.71,7.01
CHEMBL3335389,3.584,0.346,-0.613,-0.465,1.0,-0.61,0.71,3.58
CHEMBL344933,7.008,-0.686,-0.738,-2.732,1.0,-2.73,0.71,7.01
CHEMBL370906,4.724,0.549,-0.885,-1.535,1.0,-1.54,0.71,4.72
CHEMBL388563,6.28,-0.272,-0.583,-2.575,1.0,-2.58,0.71,6.28
CHEMBL3959864,-0.739,3.09,0.07,0.43,1.0,-0.74,0.71,3.09
CHEMBL4074160,3.178,0.363,0.84,-1.531,1.0,-1.53,0.71,3.18
CHEMBL4089349,0.787,3.553,-1.432,-0.057,1.0,-1.43,0.71,3.55
CHEMBL4437361,3.247,0.717,1.639,-2.75,1.0,-2.75,0.71,3.25
CHEMBL4468456,3.4,1.013,0.778,-2.337,1.0,-2.34,0.71,3.4
CHEMBL4514053,3.675,0.126,1.232,-2.18,1.0,-2.18,0.71,3.68
CHEMBL1080125,1.145,-0.533,3.187,-0.953,1.0,-0.95,0.71,3.19
CHEMBL1090273,3.153,2.596,-0.993,-1.907,1.0,-1.91,0.71,3.15
CHEMBL1170027,3.185,-0.238,0.345,-0.442,1.0,-0.44,0.71,3.18
CHEMBL140590,3.785,-0.332,0.263,-0.87,1.0,-0.87,0.71,3.78
CHEMBL1420201,0.115,0.714,3.159,-1.139,1.0,-1.14,0.71,3.16
CHEMBL1651724,3.303,0.928,1.077,-2.461,1.0,-2.46,0.71,3.3
CHEMBL1886619,-0.479,3.066,0.816,-0.555,1.0,-0.56,0.71,3.07
CHEMBL19207,3.179,-0.654,0.352,-0.03,1.0,-0.65,0.71,3.18
CHEMBL2181107,2.956,3.326,-2.372,-1.06,1.0,-2.37,0.71,3.33
CHEMBL2331783,-0.284,3.126,-0.217,0.224,1.0,-0.28,0.71,3.13
CHEMBL2370121,3.421,-0.401,1.2,-1.372,1.0,-1.37,0.71,3.42
CHEMBL2409224,3.246,0.469,-0.052,-0.817,1.0,-0.82,0.71,3.25
CHEMBL262054,2.956,3.326,-2.372,-1.06,1.0,-2.37,0.71,3.33
CHEMBL3335430,3.718,0.06,-0.423,-0.507,1.0,-0.51,0.71,3.72
CHEMBL340250,6.034,0.214,-0.715,-2.685,1.0,-2.68,0.71,6.03
CHEMBL355195,2.956,3.326,-2.372,-1.06,1.0,-2.37,0.71,3.33
CHEMBL380432,6.034,0.214,-0.715,-2.685,1.0,-2.68,0.71,6.03
CHEMBL3823225,3.572,1.632,1.116,-3.47,1.0,-3.47,0.71,3.57
CHEMBL384894,3.568,0.505,1.084,-2.309,1.0,-2.31,0.71,3.57
CHEMBL3925425,-0.499,3.836,0.289,-0.777,1.0,-0.78,0.71,3.84
CHEMBL3950014,-0.854,3.902,-0.295,0.095,1.0,-0.85,0.71,3.9
CHEMBL3964102,0.885,3.006,-1.413,0.369,1.0,-1.41,0.71,3.01
CHEMBL4076828,3.417,2.173,0.448,-3.188,1.0,-3.19,0.71,3.42
CHEMBL409975,3.568,0.505,1.084,-2.309,1.0,-2.31,0.71,3.57
CHEMBL411694,4.218,-0.809,0.165,-0.725,1.0,-0.81,0.71,4.22
CHEMBL414919,3.27,0.694,-0.621,-0.497,1.0,-0.62,0.71,3.27
CHEMBL426172,3.568,0.505,1.084,-2.309,1.0,-2.31,0.71,3.57
CHEMBL437254,3.568,0.505,1.084,-2.309,1.0,-2.31,0.71,3.57
CHEMBL4450072,3.369,1.974,1.028,-3.525,1.0,-3.52,0.71,3.37
CHEMBL4533767,3.446,1.026,1.093,-2.715,1.0,-2.72,0.71,3.45
CHEMBL500447,3.419,2.474,0.33,-3.376,1.0,-3.38,0.71,3.42
CHEMBL525859,-0.896,3.105,-0.748,1.386,1.0,-0.9,0.71,3.1
CHEMBL537534,-0.896,3.105,-0.748,1.386,1.0,-0.9,0.71,3.1
CHEMBL114215,3.804,-0.733,-0.439,0.211,1.0,-0.73,0.71,3.8
CHEMBL1305453,-0.79,3.051,-0.496,1.08,1.0,-0.79,0.71,3.05
CHEMBL1318154,-0.793,0.668,3.048,-0.079,1.0,-0.79,0.71,3.05
CHEMBL2028997,3.529,2.093,0.401,-3.179,1.0,-3.18,0.71,3.53
CHEMBL2368937,4.339,1.441,-1.51,-1.427,1.0,-1.51,0.71,4.34
CHEMBL3314217,3.073,0.545,1.811,-2.585,1.0,-2.58,0.71,3.07
CHEMBL3903688,-0.001,3.209,0.237,-0.6,1.0,-0.6,0.71,3.21
CHEMBL3930852,-0.001,3.209,0.237,-0.6,1.0,-0.6,0.71,3.21
CHEMBL3960784,-0.095,3.762,-0.555,-0.267,1.0,-0.56,0.71,3.76
CHEMBL4081356,3.1,0.317,1.129,-1.701,1.0,-1.7,0.71,3.1
CHEMBL4083064,3.1,0.317,1.129,-1.701,1.0,-1.7,0.71,3.1
CHEMBL4110571,-0.001,3.209,0.237,-0.6,1.0,-0.6,0.71,3.21
CHEMBL4279481,3.107,0.765,0.444,-1.471,1.0,-1.47,0.71,3.11
CHEMBL435217,3.867,-0.516,-2.153,1.645,1.0,-2.15,0.71,3.87
CHEMBL4472071,3.808,2.332,-0.068,-3.226,1.0,-3.23,0.71,3.81
CHEMBL4520732,3.559,0.923,1.386,-3.025,1.0,-3.02,0.71,3.56
CHEMBL493757,-0.97,3.286,-0.605,1.134,1.0,-0.97,0.71,3.29
CHEMBL1172008,0.385,3.034,1.413,-1.992,1.0,-1.99,0.71,3.03
CHEMBL1443146,0.084,0.389,3.147,-0.779,1.0,-0.78,0.71,3.15
CHEMBL1672598,2.162,3.416,-1.253,-1.487,1.0,-1.49,0.71,3.42
CHEMBL18925,4.399,-0.192,-3.181,1.814,1.0,-3.18,0.71,4.4
CHEMBL1908994,3.057,0.732,0.552,-1.5,1.0,-1.5,0.71,3.06
CHEMBL1982461,4.399,-0.192,-3.181,1.814,1.0,-3.18,0.71,4.4
CHEMBL1992542,-0.721,3.122,0.302,0.139,1.0,-0.72,0.71,3.12
CHEMBL217168,0.325,-0.079,-0.918,3.511,1.0,-0.92,0.71,3.51
CHEMBL22290,0.292,-0.014,-0.723,3.286,1.0,-0.72,0.71,3.29
CHEMBL3098540,6.137,-0.268,-0.23,-2.798,1.0,-2.8,0.71,6.14
CHEMBL3121886,0.442,3.02,0.264,-0.884,1.0,-0.88,0.71,3.02
CHEMBL3330286,-1.093,3.266,0.44,0.225,1.0,-1.09,0.71,3.27
CHEMBL362175,-0.551,3.164,0.38,-0.154,1.0,-0.55,0.71,3.16
CHEMBL3706531,6.842,-0.406,-0.846,-2.751,1.0,-2.75,0.71,6.84
CHEMBL3941720,0.532,4.254,-0.158,-1.786,1.0,-1.79,0.71,4.25
CHEMBL3964403,3.926,1.522,0.275,-2.883,1.0,-2.88,0.71,3.93
CHEMBL405539,4.042,0.801,-0.033,-1.97,1.0,-1.97,0.71,4.04
CHEMBL407313,5.793,0.744,-0.808,-2.888,1.0,-2.89,0.71,5.79
CHEMBL4451020,3.171,0.597,0.625,-1.551,1.0,-1.55,0.71,3.17
CHEMBL4555419,3.362,1.109,0.832,-2.463,1.0,-2.46,0.71,3.36
CHEMBL4580580,3.315,1.691,0.659,-2.825,1.0,-2.82,0.71,3.32
CHEMBL525060,3.383,1.654,0.416,-2.611,1.0,-2.61,0.71,3.38
CHEMBL1096235,7.527,-1.124,-0.658,-2.908,1.0,-2.91,0.71,7.53
CHEMBL1253451,3.331,0.722,0.435,-1.651,1.0,-1.65,0.71,3.33
CHEMBL1710013,-0.806,-0.06,3.973,-0.269,1.0,-0.81,0.71,3.97
CHEMBL2023528,4.961,-0.221,-0.16,-1.745,1.0,-1.74,0.71,4.96
CHEMBL2023529,4.961,-0.221,-0.16,-1.745,1.0,-1.74,0.71,4.96
CHEMBL2023530,4.961,-0.221,-0.16,-1.745,1.0,-1.74,0.71,4.96
CHEMBL260862,3.279,-1.635,1.189,0.004,1.0,-1.64,0.71,3.28
CHEMBL312769,6.788,-0.292,-1.185,-2.475,1.0,-2.48,0.71,6.79
CHEMBL3132998,3.818,0.829,0.605,-2.417,1.0,-2.42,0.71,3.82
CHEMBL3189503,-0.013,3.002,1.806,-1.96,1.0,-1.96,0.71,3.0
CHEMBL342895,6.788,-0.292,-1.185,-2.475,1.0,-2.48,0.71,6.79
CHEMBL3585534,6.926,-0.033,-1.465,-2.593,1.0,-2.59,0.71,6.93
CHEMBL3600653,4.521,1.194,-3.038,0.158,1.0,-3.04,0.71,4.52
CHEMBL3911909,1.3,3.226,-0.294,-1.396,1.0,-1.4,0.71,3.23
CHEMBL401596,-0.337,0.072,-0.037,3.138,1.0,-0.34,0.71,3.14
CHEMBL4077012,5.414,-1.328,0.735,-1.985,1.0,-1.98,0.71,5.41
CHEMBL4101846,-2.678,1.273,3.494,0.745,1.0,-2.68,0.71,3.49
CHEMBL4283432,3.791,1.729,0.369,-3.054,1.0,-3.05,0.71,3.79
CHEMBL4460533,3.287,1.622,0.103,-2.175,1.0,-2.17,0.71,3.29
CHEMBL598425,4.896,-2.313,0.36,-0.106,1.0,-2.31,0.71,4.9
CHEMBL93100,7.527,-1.124,-0.658,-2.908,1.0,-2.91,0.71,7.53
CHEMBL105629,1.205,-1.767,0.253,3.142,1.0,-1.77,0.71,3.14
CHEMBL1078671,-0.641,1.099,3.022,-0.646,1.0,-0.65,0.71,3.02
CHEMBL1255628,3.898,0.099,0.473,-1.638,1.0,-1.64,0.71,3.9
CHEMBL1256217,3.794,-2.411,1.672,-0.223,1.0,-2.41,0.71,3.79
CHEMBL1891530,3.312,-0.306,0.897,-1.07,1.0,-1.07,0.71,3.31
CHEMBL1941051,4.149,-0.121,0.254,-1.451,1.0,-1.45,0.71,4.15
CHEMBL2105880,0.101,3.15,0.968,-1.389,1.0,-1.39,0.71,3.15
CHEMBL2110755,0.101,3.15,0.968,-1.389,1.0,-1.39,0.71,3.15
CHEMBL2133443,0.584,-0.346,-0.623,3.216,1.0,-0.62,0.71,3.22
CHEMBL2288591,3.325,0.326,0.033,-0.851,1.0,-0.85,0.71,3.32
CHEMBL267260,0.549,0.231,-1.066,3.12,1.0,-1.07,0.71,3.12
CHEMBL31177,5.076,-0.187,0.446,-2.503,1.0,-2.5,0.71,5.08
CHEMBL347994,5.879,0.167,-0.573,-2.641,1.0,-2.64,0.71,5.88
CHEMBL3633901,1.323,3.711,-2.643,0.441,1.0,-2.64,0.71,3.71
CHEMBL3982212,-1.349,4.065,-0.122,0.239,1.0,-1.35,0.71,4.07
CHEMBL4085205,-0.514,3.419,-0.137,0.066,1.0,-0.51,0.71,3.42
CHEMBL4281328,3.795,1.48,-0.388,-2.054,1.0,-2.05,0.71,3.8
CHEMBL4284169,3.266,1.906,0.911,-3.25,1.0,-3.25,0.71,3.27
CHEMBL4288233,3.266,1.906,0.911,-3.25,1.0,-3.25,0.71,3.27
CHEMBL4289260,3.266,1.906,0.911,-3.25,1.0,-3.25,0.71,3.27
CHEMBL4436466,3.399,0.952,1.387,-2.904,1.0,-2.9,0.71,3.4
CHEMBL4465479,0.613,3.066,0.573,-1.422,1.0,-1.42,0.71,3.07
CHEMBL4579454,-0.869,3.383,0.654,-0.335,1.0,-0.87,0.71,3.38
CHEMBL1258093,-0.277,3.004,-0.53,0.631,1.0,-0.53,0.71,3.0
CHEMBL1673002,3.272,0.867,-0.264,-1.048,1.0,-1.05,0.71,3.27
CHEMBL1791223,3.453,2.04,-0.672,-1.993,1.0,-1.99,0.71,3.45
CHEMBL1968051,3.307,-0.604,-1.163,1.287,1.0,-1.16,0.71,3.31
CHEMBL203605,0.729,-0.886,-0.264,3.248,1.0,-0.89,0.71,3.25
CHEMBL209031,-0.526,3.617,-0.047,-0.215,1.0,-0.53,0.71,3.62
CHEMBL3098502,-0.491,3.282,1.65,-1.615,1.0,-1.62,0.71,3.28
CHEMBL3121042,0.864,3.139,-0.519,-0.657,1.0,-0.66,0.71,3.14
CHEMBL3272498,2.041,-1.083,-1.629,3.498,1.0,-1.63,0.71,3.5
CHEMBL3335431,3.639,0.256,-0.614,-0.452,1.0,-0.61,0.71,3.64
CHEMBL3335432,3.639,0.256,-0.614,-0.452,1.0,-0.61,0.71,3.64
CHEMBL3335433,3.639,0.256,-0.614,-0.452,1.0,-0.61,0.71,3.64
CHEMBL3335434,3.639,0.256,-0.614,-0.452,1.0,-0.61,0.71,3.64
CHEMBL3335439,3.639,0.256,-0.614,-0.452,1.0,-0.61,0.71,3.64
CHEMBL3335440,3.639,0.256,-0.614,-0.452,1.0,-0.61,0.71,3.64
CHEMBL341465,6.075,0.441,-0.887,-2.803,1.0,-2.8,0.71,6.08
CHEMBL343118,6.166,0.144,-0.692,-2.792,1.0,-2.79,0.71,6.17
CHEMBL344229,6.442,-0.412,-1.196,-2.006,1.0,-2.01,0.71,6.44
CHEMBL344899,6.639,0.031,-0.942,-2.902,1.0,-2.9,0.71,6.64
CHEMBL386400,6.942,-0.352,-1.229,-2.533,1.0,-2.53,0.71,6.94
CHEMBL3895660,-0.288,5.099,-1.687,-0.297,1.0,-1.69,0.71,5.1
CHEMBL3907396,0.134,0.702,3.109,-1.118,1.0,-1.12,0.71,3.11
CHEMBL414674,7.114,-0.505,-0.737,-3.043,1.0,-3.04,0.71,7.11
CHEMBL415165,3.543,1.491,0.915,-3.122,1.0,-3.12,0.71,3.54
CHEMBL419655,6.442,-0.412,-1.196,-2.006,1.0,-2.01,0.71,6.44
CHEMBL42819,3.307,-0.604,-1.163,1.287,1.0,-1.16,0.71,3.31
CHEMBL4285967,3.201,0.751,0.692,-1.817,1.0,-1.82,0.71,3.2
CHEMBL4287182,3.201,0.751,0.692,-1.817,1.0,-1.82,0.71,3.2
CHEMBL4450553,3.58,1.273,0.938,-2.963,1.0,-2.96,0.71,3.58
CHEMBL4529283,3.279,-0.531,0.93,-0.849,1.0,-0.85,0.71,3.28
CHEMBL527054,3.218,1.605,0.718,-2.715,1.0,-2.72,0.71,3.22
CHEMBL1085210,3.264,-0.155,-0.173,-0.112,1.0,-0.17,0.71,3.26
CHEMBL1449376,-1.124,-0.58,1.494,3.033,1.0,-1.12,0.71,3.03
CHEMBL1813918,-0.124,3.381,0.334,-0.767,1.0,-0.77,0.71,3.38
CHEMBL2151245,3.07,2.437,-1.2,-1.484,1.0,-1.48,0.71,3.07
CHEMBL2203705,-0.048,0.332,-0.467,3.009,1.0,-0.47,0.71,3.01
CHEMBL2221035,3.07,2.437,-1.2,-1.484,1.0,-1.48,0.71,3.07
CHEMBL2237249,-0.468,3.278,1.62,-1.605,1.0,-1.6,0.71,3.28
CHEMBL2361422,0.291,3.058,0.583,-1.107,1.0,-1.11,0.71,3.06
CHEMBL326305,3.75,0.882,-2.394,0.585,1.0,-2.39,0.71,3.75
CHEMBL3402254,0.173,-0.778,3.361,0.066,1.0,-0.78,0.71,3.36
CHEMBL3657600,-0.466,0.424,-0.307,3.172,1.0,-0.47,0.71,3.17
CHEMBL3682733,-1.274,3.134,0.477,0.488,1.0,-1.27,0.71,3.13
CHEMBL413196,4.151,1.738,-0.036,-3.029,1.0,-3.03,0.71,4.15
CHEMBL4299529,3.282,0.07,-0.071,-0.456,1.0,-0.46,0.71,3.28
CHEMBL4464169,0.448,-1.009,0.173,3.211,1.0,-1.01,0.71,3.21
CHEMBL4528133,-0.599,0.632,3.228,-0.436,1.0,-0.6,0.71,3.23
CHEMBL4556393,3.91,1.659,0.348,-3.094,1.0,-3.09,0.71,3.91
CHEMBL4578443,3.383,1.722,1.448,-3.729,1.0,-3.73,0.71,3.38
CHEMBL465011,0.102,3.056,-0.253,-0.08,1.0,-0.25,0.71,3.06
CHEMBL47241,-0.286,3.258,0.059,-0.208,1.0,-0.29,0.71,3.26
CHEMBL564097,5.408,1.312,-1.547,-2.347,1.0,-2.35,0.71,5.41
CHEMBL59760,-0.139,0.616,3.187,-0.841,1.0,-0.84,0.71,3.19
CHEMBL604997,3.285,1.86,0.572,-2.892,1.0,-2.89,0.71,3.28
CHEMBL78958,-0.238,3.028,0.385,-0.353,1.0,-0.35,0.71,3.03
CHEMBL92285,3.424,0.311,0.297,-1.209,1.0,-1.21,0.71,3.42
CHEMBL1397662,6.918,-0.222,-1.201,-2.676,1.0,-2.68,0.7,6.92
CHEMBL1590668,-0.333,3.055,-0.749,0.848,1.0,-0.75,0.7,3.06
CHEMBL1830313,3.174,0.082,0.616,-1.051,1.0,-1.05,0.7,3.17
CHEMBL1830315,3.174,0.082,0.616,-1.051,1.0,-1.05,0.7,3.17
CHEMBL1830316,3.174,0.082,0.616,-1.051,1.0,-1.05,0.7,3.17
CHEMBL1830317,3.174,0.082,0.616,-1.051,1.0,-1.05,0.7,3.17
CHEMBL2346885,-0.173,3.341,-0.906,0.558,1.0,-0.91,0.7,3.34
CHEMBL3250307,3.107,0.318,0.808,-1.415,1.0,-1.42,0.7,3.11
CHEMBL3578014,3.751,1.132,1.477,-3.539,1.0,-3.54,0.7,3.75
CHEMBL3578016,3.751,1.132,1.477,-3.539,1.0,-3.54,0.7,3.75
CHEMBL395871,7.063,-0.609,-0.998,-2.635,1.0,-2.64,0.7,7.06
CHEMBL3980134,-1.694,3.267,0.867,0.381,1.0,-1.69,0.7,3.27
CHEMBL437953,7.063,-0.609,-0.998,-2.635,1.0,-2.64,0.7,7.06
CHEMBL4546844,-1.498,0.354,3.195,0.769,1.0,-1.5,0.7,3.2
CHEMBL487083,6.786,-0.571,-0.919,-2.474,1.0,-2.47,0.7,6.79
CHEMBL499946,3.475,1.366,0.389,-2.411,1.0,-2.41,0.7,3.48
CHEMBL609738,-0.33,3.52,1.11,-1.48,1.0,-1.48,0.7,3.52
CHEMBL1222101,3.784,2.391,-0.395,-2.962,1.0,-2.96,0.7,3.78
CHEMBL1556735,0.284,-1.278,0.737,3.074,1.0,-1.28,0.7,3.07
CHEMBL2204910,-1.495,3.34,0.499,0.474,1.0,-1.5,0.7,3.34
CHEMBL2204911,-1.495,3.34,0.499,0.474,1.0,-1.5,0.7,3.34
CHEMBL2285995,0.751,-0.328,3.021,-0.628,1.0,-0.63,0.7,3.02
CHEMBL2325469,-0.644,-0.871,0.411,3.921,1.0,-0.87,0.7,3.92
CHEMBL2371426,3.006,-0.405,0.937,-0.724,1.0,-0.72,0.7,3.01
CHEMBL2372368,4.136,2.184,-0.084,-3.419,1.0,-3.42,0.7,4.14
CHEMBL2393411,3.756,1.199,0.363,-2.503,1.0,-2.5,0.7,3.76
CHEMBL289089,6.822,-0.284,-0.839,-2.881,1.0,-2.88,0.7,6.82
CHEMBL303136,6.822,-0.284,-0.839,-2.881,1.0,-2.88,0.7,6.82
CHEMBL3143315,3.664,0.045,-0.233,-0.662,1.0,-0.66,0.7,3.66
CHEMBL3234446,3.105,1.243,0.478,-2.01,1.0,-2.01,0.7,3.1
CHEMBL3339047,-1.106,2.779,3.011,-1.868,1.0,-1.87,0.7,3.01
CHEMBL3729918,-0.142,0.83,-1.032,3.162,1.0,-1.03,0.7,3.16
CHEMBL3752669,3.162,-0.994,0.266,0.382,1.0,-0.99,0.7,3.16
CHEMBL3823411,3.914,1.125,0.848,-3.071,1.0,-3.07,0.7,3.91
CHEMBL392300,-0.702,3.979,0.939,-1.402,1.0,-1.4,0.7,3.98
CHEMBL3940060,3.785,0.209,-1.52,0.342,1.0,-1.52,0.7,3.78
CHEMBL4102339,-1.753,3.127,0.748,0.694,1.0,-1.75,0.7,3.13
CHEMBL4435141,3.377,0.727,1.687,-2.975,1.0,-2.98,0.7,3.38
CHEMBL50012,-0.528,3.566,0.896,-1.119,1.0,-1.12,0.7,3.57
CHEMBL526916,3.283,2.727,0.006,-3.199,1.0,-3.2,0.7,3.28
